field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M,year,doy,gdd,gdd_cumulative,month,growing_season
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-20,13.13,15.95,10.15,36.78,7.16,92.7,5.3,2020,141,3.0500000000000007,395.005,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-21,17.91,21.39,14.02,25.95,6.0,94.49,4.39,2020,142,7.704999999999998,402.71000000000004,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-22,20.29,26.5,15.16,2.1,23.08,85.61,2.14,2020,143,10.829999999999998,413.54,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-23,22.02,27.05,17.43,0.43,22.16,84.95,2.11,2020,144,12.240000000000002,425.78000000000003,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-24,22.82,27.5,18.65,7.63,24.3,86.26,2.22,2020,145,13.075,438.855,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-25,19.26,23.68,15.63,3.28,9.46,88.1,1.8,2020,146,9.655000000000001,448.51,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-26,19.92,23.45,16.32,0.05,16.8,86.23,1.99,2020,147,9.884999999999998,458.39500000000004,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-27,20.2,22.88,16.93,20.69,8.66,94.26,2.87,2020,148,9.905000000000001,468.3,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-28,23.48,26.39,20.85,7.95,19.51,92.05,2.45,2020,149,13.620000000000001,481.92,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-29,22.95,26.07,20.42,7.68,12.22,92.78,1.25,2020,150,13.245000000000001,495.165,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-30,23.91,29.3,19.72,0.49,27.11,79.15,1.9,2020,151,14.509999999999998,509.675,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-05-31,20.16,24.26,15.62,0.0,26.56,69.72,2.77,2020,152,9.940000000000001,519.615,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-01,17.95,23.51,11.91,0.0,30.98,63.95,2.33,2020,153,7.710000000000001,527.325,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-02,20.86,27.39,13.67,0.0,27.5,82.51,3.24,2020,154,10.530000000000001,537.855,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-03,24.59,30.51,18.81,0.01,29.41,83.33,3.18,2020,155,14.66,552.515,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-04,24.72,29.48,20.91,0.2,25.79,83.27,2.72,2020,156,15.195,567.71,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-05,24.42,29.45,19.66,3.84,20.21,83.87,2.54,2020,157,14.555,582.265,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-06,25.17,30.18,20.45,0.93,25.46,80.34,2.44,2020,158,15.314999999999998,597.58,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-07,24.99,30.24,19.73,0.15,28.54,78.91,2.03,2020,159,14.985,612.565,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-08,23.9,29.26,17.78,0.1,23.22,80.33,1.78,2020,160,13.520000000000003,626.085,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-09,25.84,31.32,20.93,0.3,20.13,83.95,1.69,2020,161,16.125,642.21,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-10,26.36,31.0,22.42,4.81,22.48,83.5,3.18,2020,162,16.71,658.9200000000001,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-11,25.52,29.72,21.34,27.72,21.19,87.14,2.61,2020,163,15.530000000000001,674.45,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-12,22.32,27.53,17.49,1.88,29.67,71.47,2.88,2020,164,12.509999999999998,686.96,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-13,20.8,26.13,16.12,0.0,29.73,71.23,2.69,2020,165,11.125,698.085,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-14,19.71,25.97,13.55,0.08,26.68,75.65,2.36,2020,166,9.759999999999998,707.845,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-15,15.51,17.41,14.15,15.64,5.63,88.25,4.02,2020,167,5.780000000000001,713.625,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-16,14.98,16.98,13.89,36.48,5.35,92.43,4.67,2020,168,5.4350000000000005,719.0600000000001,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-17,19.28,25.21,14.26,11.01,10.29,84.75,1.66,2020,169,9.735,728.795,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-18,20.6,25.51,16.03,3.17,16.41,84.29,1.62,2020,170,10.770000000000003,739.565,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-19,22.17,27.33,16.72,12.15,20.74,84.98,1.49,2020,171,12.024999999999999,751.59,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-20,22.82,27.17,18.03,3.48,22.36,80.37,1.3,2020,172,12.600000000000001,764.19,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-21,24.85,30.16,17.86,0.24,24.61,72.25,1.06,2020,173,14.009999999999998,778.2,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-22,25.1,30.39,19.61,0.36,24.47,82.32,2.32,2020,174,15.0,793.2,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-23,24.47,28.31,21.09,3.13,21.61,85.96,3.1,2020,175,14.7,807.9,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-24,24.36,29.1,20.71,0.11,27.96,76.87,1.96,2020,176,14.905000000000001,822.8050000000001,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-25,24.04,28.84,20.06,1.1,21.31,81.0,1.68,2020,177,14.45,837.255,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-26,23.81,30.03,17.76,0.01,28.27,74.19,1.98,2020,178,13.895000000000003,851.15,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-27,24.24,29.69,18.25,0.02,27.63,77.57,2.8,2020,179,13.969999999999999,865.12,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-28,24.03,28.08,21.04,2.95,15.55,86.87,2.49,2020,180,14.559999999999999,879.6800000000001,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-29,25.93,31.22,19.95,0.53,26.95,75.81,1.94,2020,181,15.585,895.265,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-06-30,24.3,28.46,20.88,1.49,18.37,82.52,1.62,2020,182,14.670000000000002,909.9350000000001,6,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-01,25.75,31.21,19.54,2.65,25.93,75.68,1.2,2020,183,15.375,925.3100000000001,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-02,25.39,30.24,19.8,0.05,28.62,73.68,2.02,2020,184,15.02,940.33,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-03,26.91,33.13,18.99,0.0,29.22,62.61,1.35,2020,185,16.060000000000002,956.39,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-04,27.46,33.43,20.08,1.79,27.73,66.32,1.28,2020,186,16.755,973.145,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-05,26.93,32.18,22.59,1.91,23.44,73.91,1.12,2020,187,17.384999999999998,990.53,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-06,25.78,31.88,20.49,0.78,27.39,78.05,1.71,2020,188,16.185,1006.715,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-07,24.47,28.19,21.61,2.26,21.14,88.65,1.55,2020,189,14.899999999999999,1021.615,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-08,24.9,29.45,20.99,4.77,20.15,84.94,2.32,2020,190,15.219999999999999,1036.835,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-09,25.67,30.12,21.41,2.54,19.56,83.72,2.55,2020,191,15.765,1052.6,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-10,26.85,32.17,22.36,0.68,26.85,77.75,1.67,2020,192,17.265,1069.865,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-11,26.16,31.55,21.17,2.32,28.22,74.28,2.26,2020,193,16.36,1086.225,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-12,26.51,32.96,19.17,0.14,25.99,68.18,1.64,2020,194,16.065,1102.29,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-13,26.37,31.14,21.6,4.71,27.48,74.9,1.47,2020,195,16.37,1118.66,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-14,26.51,33.12,20.07,0.02,28.26,67.38,1.78,2020,196,16.595,1135.255,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-15,27.79,35.19,20.53,0.24,26.67,62.58,1.68,2020,197,17.86,1153.115,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-16,26.7,32.22,22.82,0.44,17.15,73.81,1.99,2020,198,17.52,1170.635,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-17,26.11,31.65,22.06,13.99,19.35,81.06,1.96,2020,199,16.854999999999997,1187.49,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-18,27.5,32.46,23.57,3.85,25.06,81.39,1.39,2020,200,18.015,1205.505,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-19,28.28,34.07,23.33,0.95,26.97,75.89,1.82,2020,201,18.7,1224.205,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-20,29.17,36.27,23.54,0.91,26.4,70.32,1.9,2020,202,19.905,1244.1100000000001,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-21,27.91,32.53,24.4,0.5,22.71,77.99,2.29,2020,203,18.465,1262.575,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-22,28.18,34.49,23.43,0.71,25.95,72.37,2.47,2020,204,18.96,1281.535,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-23,27.56,33.81,23.08,14.68,15.98,75.36,1.84,2020,205,18.445,1299.98,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-24,25.4,29.03,22.66,6.57,18.24,84.93,1.98,2020,206,15.844999999999999,1315.825,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-25,26.75,32.57,21.41,0.88,25.55,76.86,1.41,2020,207,16.990000000000002,1332.815,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-26,28.15,35.14,22.1,0.07,27.25,69.94,1.65,2020,208,18.62,1351.435,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-27,28.69,35.67,22.48,0.07,26.48,68.0,1.9,2020,209,19.075000000000003,1370.51,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-28,28.35,34.27,23.02,9.89,20.59,71.69,1.79,2020,210,18.645000000000003,1389.155,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-29,27.53,33.06,22.52,5.96,24.62,77.14,1.26,2020,211,17.79,1406.945,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-30,27.33,33.02,22.33,3.55,22.68,79.96,1.77,2020,212,17.675,1424.6200000000001,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-07-31,28.07,33.07,23.69,2.19,21.5,77.26,2.96,2020,213,18.380000000000003,1443.0,7,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-01,27.38,33.12,23.19,0.6,21.28,76.05,1.87,2020,214,18.155,1461.155,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-02,28.0,34.13,23.2,1.96,24.52,72.92,3.09,2020,215,18.665,1479.82,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-03,25.52,30.8,21.1,37.23,12.43,81.13,2.36,2020,216,15.950000000000003,1495.77,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-04,24.86,30.14,20.18,16.48,25.1,80.65,2.9,2020,217,15.16,1510.93,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-05,26.0,31.6,20.7,2.23,21.21,79.27,1.62,2020,218,16.15,1527.08,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-06,26.44,31.44,22.0,11.96,20.83,82.47,1.47,2020,219,16.72,1543.8,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-07,26.36,30.09,22.16,5.66,19.2,83.22,0.97,2020,220,16.125,1559.925,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-08,26.58,31.36,21.26,5.36,21.23,77.27,1.03,2020,221,16.310000000000002,1576.2350000000001,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-09,27.09,32.71,21.83,1.87,25.28,74.75,1.03,2020,222,17.27,1593.505,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-10,27.51,35.02,21.58,3.21,24.27,75.47,1.2,2020,223,18.3,1611.805,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-11,27.06,32.81,21.7,0.53,23.0,76.36,0.89,2020,224,17.255000000000003,1629.06,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-12,27.17,32.14,23.02,1.12,17.96,76.96,1.39,2020,225,17.58,1646.64,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-13,25.95,30.55,21.38,3.57,14.35,81.25,1.14,2020,226,15.965,1662.605,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-14,26.36,31.65,21.47,15.58,15.37,80.38,0.96,2020,227,16.56,1679.165,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-15,24.9,29.5,22.07,21.12,6.41,89.53,1.14,2020,228,15.785,1694.95,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-16,22.46,26.66,19.59,8.97,14.11,86.0,2.42,2020,229,13.125,1708.075,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-17,23.58,28.86,17.81,7.81,18.07,84.17,1.66,2020,230,13.335,1721.41,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-18,23.47,30.17,16.5,0.2,23.91,73.63,1.65,2020,231,13.335,1734.7450000000001,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-19,23.73,30.24,17.28,4.93,20.69,76.53,1.11,2020,232,13.759999999999998,1748.505,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-20,23.68,28.1,19.5,1.74,17.18,86.1,1.95,2020,233,13.8,1762.305,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-21,22.91,25.77,20.51,10.65,9.17,91.66,1.53,2020,234,13.14,1775.445,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-22,23.78,27.86,20.76,2.37,15.17,88.15,1.89,2020,235,14.310000000000002,1789.755,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-23,24.2,28.97,20.27,0.24,20.07,86.44,2.49,2020,236,14.619999999999997,1804.375,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-24,24.49,28.81,20.83,0.69,15.96,86.86,2.28,2020,237,14.82,1819.195,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-25,26.15,31.87,21.87,0.17,23.89,80.84,2.57,2020,238,16.87,1836.065,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-26,25.59,31.64,20.58,0.0,24.04,70.81,1.78,2020,239,16.11,1852.175,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-27,26.13,32.73,20.2,0.05,21.58,78.14,2.56,2020,240,16.464999999999996,1868.64,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-28,26.36,30.49,23.05,0.32,17.23,84.43,2.35,2020,241,16.77,1885.41,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-29,26.26,30.47,23.31,1.44,15.29,83.01,3.98,2020,242,16.89,1902.3,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-30,25.71,31.56,20.53,0.0,20.23,71.05,1.41,2020,243,16.045,1918.345,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-08-31,24.23,28.89,20.43,17.98,7.39,85.82,2.43,2020,244,14.66,1933.005,8,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-01,26.26,31.39,22.12,17.62,8.51,83.14,0.82,2020,245,16.755000000000003,1949.76,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-02,26.96,32.78,21.69,0.16,17.12,82.31,2.28,2020,246,17.235,1966.9950000000001,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-03,27.61,33.38,22.64,0.0,22.09,77.82,2.54,2020,247,18.01,1985.005,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-04,26.66,32.47,22.22,0.0,23.13,75.06,2.2,2020,248,17.345,2002.3500000000001,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-05,22.23,27.17,15.56,0.0,22.32,65.49,2.94,2020,249,11.365000000000002,2013.7150000000001,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-06,20.11,27.78,13.14,0.0,23.83,67.24,2.09,2020,250,10.46,2024.175,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-07,20.8,28.67,13.15,0.0,23.38,67.26,1.69,2020,251,10.91,2035.085,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-08,22.4,28.77,15.97,0.82,19.31,83.51,2.12,2020,252,12.370000000000001,2047.455,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-09,23.15,25.79,21.33,4.66,9.38,92.94,2.47,2020,253,13.559999999999999,2061.015,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-10,25.72,31.1,21.33,0.71,12.72,83.19,1.14,2020,254,16.215,2077.23,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-11,25.85,31.35,21.54,10.1,15.68,81.81,2.04,2020,255,16.445,2093.675,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-12,23.96,28.99,19.67,3.61,8.23,85.21,2.91,2020,256,14.329999999999998,2108.005,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-13,23.54,30.09,17.37,0.02,21.02,73.87,1.12,2020,257,13.73,2121.735,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-14,23.33,28.74,18.26,0.28,12.57,79.16,2.36,2020,258,13.5,2135.235,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-15,18.3,24.3,13.07,0.0,18.44,74.55,2.44,2020,259,8.685000000000002,2143.92,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-16,18.84,26.39,11.04,0.35,14.39,81.33,1.69,2020,260,8.715,2152.635,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-17,20.49,22.99,17.74,48.8,3.16,96.67,2.53,2020,261,10.364999999999998,2163.0,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-18,19.68,23.37,17.46,9.15,13.9,86.49,4.16,2020,262,10.415,2173.415,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-19,13.83,17.55,9.72,0.0,16.86,68.71,3.67,2020,263,3.6350000000000016,2177.05,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-20,13.18,19.69,7.18,0.0,23.0,71.82,3.63,2020,264,3.4350000000000005,2180.485,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-21,12.68,19.3,7.33,0.0,21.25,77.09,3.14,2020,265,3.3150000000000013,2183.8,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-22,13.24,20.73,5.89,0.0,22.1,77.43,1.85,2020,266,3.3100000000000005,2187.11,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-23,16.14,21.67,11.22,0.01,14.44,75.1,1.45,2020,267,6.445,2193.555,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-24,18.58,24.5,13.67,0.44,6.77,76.47,1.48,2020,268,9.085,2202.64,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-25,19.24,24.22,15.26,34.1,3.83,94.61,2.11,2020,269,9.739999999999998,2212.38,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-26,19.36,24.72,14.59,0.42,11.66,87.48,1.76,2020,270,9.655000000000001,2222.035,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-27,19.29,23.57,15.37,0.22,12.98,88.85,1.34,2020,271,9.469999999999999,2231.505,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-28,21.01,27.35,16.27,0.56,14.25,87.12,2.7,2020,272,11.810000000000002,2243.315,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-29,20.73,25.95,14.06,24.48,9.04,91.73,2.72,2020,273,10.004999999999999,2253.32,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2020-09-30,15.11,20.72,10.28,0.13,20.34,79.79,2.89,2020,274,5.5,2258.82,9,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-01,13.92,20.83,6.66,0.0,30.3,57.79,2.29,2021,121,3.744999999999999,2798.625,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-02,17.31,25.14,9.38,0.01,26.31,78.01,2.97,2021,122,7.260000000000002,2805.885,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-03,20.58,25.73,16.44,8.9,7.66,90.32,3.97,2021,123,11.085,2816.9700000000003,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-04,22.25,27.62,18.53,3.76,19.62,88.49,3.6,2021,124,13.075000000000003,2830.045,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-05,21.43,26.74,14.57,3.76,22.79,79.97,3.81,2021,125,10.655000000000001,2840.7,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-06,14.99,19.94,10.15,0.07,24.71,66.89,2.05,2021,126,5.045000000000002,2845.745,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-07,12.29,16.85,8.08,6.31,17.77,77.37,2.3,2021,127,2.465,2848.21,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-08,13.73,21.01,6.62,0.03,28.08,68.12,3.55,2021,128,3.8150000000000013,2852.025,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-09,16.35,24.31,8.0,0.17,23.22,71.39,3.8,2021,129,6.155000000000001,2858.18,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-10,18.97,24.5,13.51,7.11,16.48,86.67,2.36,2021,130,9.004999999999999,2867.185,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-11,15.79,20.09,11.93,0.11,21.68,72.83,1.75,2021,131,6.009999999999998,2873.195,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-12,9.83,12.91,5.41,2.42,9.7,73.9,3.01,2021,132,0.0,2873.195,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-13,12.73,20.29,4.66,0.0,25.18,68.39,2.56,2021,133,2.4749999999999996,2875.67,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-14,15.62,21.55,8.61,0.04,22.25,55.36,1.06,2021,134,5.08,2880.75,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-15,16.7,22.87,7.83,0.0,25.9,57.84,1.55,2021,135,5.350000000000001,2886.1,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-16,16.92,22.44,11.17,0.13,8.28,74.14,1.56,2021,136,6.805,2892.905,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-17,16.98,22.58,12.72,0.3,11.79,81.91,1.63,2021,137,7.649999999999999,2900.555,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-18,18.49,23.8,14.2,0.06,16.92,77.72,1.48,2021,138,9.0,2909.555,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-19,19.66,26.52,12.58,0.0,29.18,67.0,1.63,2021,139,9.55,2919.105,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-20,21.17,28.49,11.84,0.0,29.02,65.86,1.66,2021,140,10.165,2929.27,5,True
osm-260949778,36.142687773246635,-79.55177292644629,2021-05-21,20.09,26.42,14.07,0.0,29.73,66.47,2.36,2021,141,10.245000000000001,2939.515,5,True
